Kind,Item,Model,Field,Was,Corrected To,Note
software,WXtrack,,audio_device_select,n/a — decoding is done by WXtoImg/companion,n/a - decoding done by WXtoImg/companion,"WXtrack (David Taylor / SatSignal) directly controls Alt/Az antenna rotators via a serial port and can trigger receivers/decoders on a pass schedule; it does NOT do transceiver CAT tuning and has no audio path of its own (decoding is done by WXtoImg / companions). The claim that it merely 'hands off rotor control' understates its direct serial rotor control, and the named companion 'WXtrackGC' could not be verified."
software,Zenith,,rig_control_backend,Browser/host-side rig integration — Web Serial or rigctld — for Doppler-aware tuning; self-hosted supports CSN S.A.T. hardware and QTRigDoppler,Web app that delegates rig/Doppler control to QTRigDoppler (Hamlib-based) or CSN Technologies S.A.T. hardware; the hosted version is tracking-only.,Self-hosted Zenith (magicbug) integrates radio control by delegating to QTRigDoppler (Options > Radio: enable QTRigDoppler and enter its server address) or to CSN Technologies S.A.T. hardware; the free hosted web version is tracking-only (no CAT). There is no documented direct 'Web Serial' CAT path - rig CAT/Doppler is handled by QTRigDoppler (itself Hamlib-based) or the CSN S.A.T.
software,Zenith,,how_to_set_cat,In a self-hosted Zenith install configure rigctld / QTRigDoppler or a CSN Technologies S.A.T. for RX/TX Doppler tuning. The free hosted web version tracks only and does not do CAT.,"Self-hosted (PHP 7.4+/HTTPS): Options > Radio - enable QTRigDoppler and enter its server address, or select CSN S.A.T. hardware. The free hosted web version does no CAT.",Self-hosted Zenith (magicbug) integrates radio control by delegating to QTRigDoppler (Options > Radio: enable QTRigDoppler and enter its server address) or to CSN Technologies S.A.T. hardware; the free hosted web version is tracking-only (no CAT). There is no documented direct 'Web Serial' CAT path - rig CAT/Doppler is handled by QTRigDoppler (itself Hamlib-based) or the CSN S.A.T.
software,Zenith,,ptt_config,n/a — the radio performs TX,n/a - the radio performs TX,Self-hosted Zenith (magicbug) integrates radio control by delegating to QTRigDoppler (Options > Radio: enable QTRigDoppler and enter its server address) or to CSN Technologies S.A.T. hardware; the free hosted web version is tracking-only (no CAT). There is no documented direct 'Web Serial' CAT path - rig CAT/Doppler is handled by QTRigDoppler (itself Hamlib-based) or the CSN S.A.T.
software,Zenith,,alc_power_guidance,n/a — set on the radio,n/a - set on the radio,Self-hosted Zenith (magicbug) integrates radio control by delegating to QTRigDoppler (Options > Radio: enable QTRigDoppler and enter its server address) or to CSN Technologies S.A.T. hardware; the free hosted web version is tracking-only (no CAT). There is no documented direct 'Web Serial' CAT path - rig CAT/Doppler is handled by QTRigDoppler (itself Hamlib-based) or the CSN S.A.T.
software,Afedri SDR software / SDR-Net,,rig_control_backend,Native control of Afedri hardware over USB/Ethernet; an ExtIO plugin lets HDSDR/SDR# use it,Native control of Afedri (receive-only) hardware over USB/Ethernet; an ExtIO plugin lets HDSDR/SDR#/Winrad/SDR-Console use it.,Afedri SDR-Net / AFE822x units are RECEIVE-ONLY SDRs (USB or Ethernet). There is no Afedri 'DUO' TX/CAT variant - that appears confused with the ELAD FDM-DUO. Control is via the Afedri app or the Afedri ExtIO DLL inside HDSDR/SDR#/Winrad/SDR-Console; an external transceiver is synced via OmniRig in the host app.
software,Afedri SDR software / SDR-Net,,how_to_set_cat,"In the app select the Afedri unit (USB, or IP address/port for network). Used as ExtIO it appears as a source inside HDSDR/SDR#, where you sync an external transceiver via OmniRig.","In the app select the Afedri unit (USB, or IP/port for network). As ExtIO it appears as a source inside HDSDR/SDR#, where you sync an external transceiver via OmniRig.",Afedri SDR-Net / AFE822x units are RECEIVE-ONLY SDRs (USB or Ethernet). There is no Afedri 'DUO' TX/CAT variant - that appears confused with the ELAD FDM-DUO. Control is via the Afedri app or the Afedri ExtIO DLL inside HDSDR/SDR#/Winrad/SDR-Console; an external transceiver is synced via OmniRig in the host app.
software,Afedri SDR software / SDR-Net,,audio_device_select,Host application's soundcard output; route via a virtual audio cable to decoders,Host application's soundcard output; route via a virtual audio cable to decoders.,Afedri SDR-Net / AFE822x units are RECEIVE-ONLY SDRs (USB or Ethernet). There is no Afedri 'DUO' TX/CAT variant - that appears confused with the ELAD FDM-DUO. Control is via the Afedri app or the Afedri ExtIO DLL inside HDSDR/SDR#/Winrad/SDR-Console; an external transceiver is synced via OmniRig in the host app.
software,Afedri SDR software / SDR-Net,,ptt_config,n/a for RX-only models; the DUO variant adds TX/CAT,n/a - Afedri SDRs are receive-only; there is no TX/CAT Afedri variant.,Afedri SDR-Net / AFE822x units are RECEIVE-ONLY SDRs (USB or Ethernet). There is no Afedri 'DUO' TX/CAT variant - that appears confused with the ELAD FDM-DUO. Control is via the Afedri app or the Afedri ExtIO DLL inside HDSDR/SDR#/Winrad/SDR-Console; an external transceiver is synced via OmniRig in the host app.
software,Afedri SDR software / SDR-Net,,alc_power_guidance,n/a for RX; DUO TX level set on that hardware,n/a - receive only,Afedri SDR-Net / AFE822x units are RECEIVE-ONLY SDRs (USB or Ethernet). There is no Afedri 'DUO' TX/CAT variant - that appears confused with the ELAD FDM-DUO. Control is via the Afedri app or the Afedri ExtIO DLL inside HDSDR/SDR#/Winrad/SDR-Console; an external transceiver is synced via OmniRig in the host app.
software,Perseus software,,rig_control_backend,Native control of the Perseus HF SDR over USB; provides CAT out for external software,Native USB control of the Perseus HF direct-sampling SDR; can share tuning with external software.,"Corrected: Microtelecom documents the third-party interface as virtual audio + virtual communication ports + the SDR Developer Kit. OmniRig is a generic third-party rig-control layer used by apps like SDR-Radio, not Perseus's own native output mechanism - the original 'exposes CAT via OmniRig' phrasing is imprecise."
software,Perseus software,,how_to_set_cat,In the Perseus app select the Perseus unit and tune / wideband-record in-app; it can expose CAT so external apps (via OmniRig) follow the frequency.,In the Perseus app select the Perseus unit and tune/wideband-record. External software follows it via Microtelecom's interfaces: virtual audio ports + a virtual serial/COM (receiver-emulation) port and the Perseus SDR Developer Kit.,"Corrected: Microtelecom documents the third-party interface as virtual audio + virtual communication ports + the SDR Developer Kit. OmniRig is a generic third-party rig-control layer used by apps like SDR-Radio, not Perseus's own native output mechanism - the original 'exposes CAT via OmniRig' phrasing is imprecise."
software,Perseus software,,audio_device_select,Soundcard output; virtual audio cable to decoders,Soundcard output; virtual audio cable to decoders.,"Corrected: Microtelecom documents the third-party interface as virtual audio + virtual communication ports + the SDR Developer Kit. OmniRig is a generic third-party rig-control layer used by apps like SDR-Radio, not Perseus's own native output mechanism - the original 'exposes CAT via OmniRig' phrasing is imprecise."
software,Perseus software,,ptt_config,n/a — receive only,n/a - receive only,"Corrected: Microtelecom documents the third-party interface as virtual audio + virtual communication ports + the SDR Developer Kit. OmniRig is a generic third-party rig-control layer used by apps like SDR-Radio, not Perseus's own native output mechanism - the original 'exposes CAT via OmniRig' phrasing is imprecise."
software,DroidStar,,rig_control_backend,none (software AMBE/IMBE/Codec2 vocoder client); optional MMDVM modem in 'MMDVM Direct' mode,none (software AMBE/IMBE/Codec2 vocoder client over UDP); optional MMDVM modem in 'MMDVM Direct' stand-alone mode.,"Corrected: MMDVM Direct (stand-alone transceiver via the MMDVM modem) is supported for M17 AND DMR, not M17 only. Otherwise confirmed against DroidStar README (nostar/AD8B)."
software,DroidStar,,how_to_set_cat,"n/a - no rig CAT. In the app Settings tab pick Mode (DMR/D-STAR/YSF/NXDN/P25/M17/AllStar), Host/Reflector, DMR-ID/callsign, module. For MMDVM Direct, select the modem's serial/USB port.","n/a - no rig CAT. In the app Settings pick Mode (DMR/D-STAR/YSF/FCS/NXDN/P25/M17/AllStar), Host/Reflector, module, callsign and DMR-ID. For MMDVM Direct select the modem's serial/USB port.","Corrected: MMDVM Direct (stand-alone transceiver via the MMDVM modem) is supported for M17 AND DMR, not M17 only. Otherwise confirmed against DroidStar README (nostar/AD8B)."
software,DroidStar,,audio_device_select,"phone/PC mic + speaker, or a DVSI AMBE3000 USB dongle for hardware vocoding","Phone/PC mic + speaker, or an AMBE USB dongle (ThumbDV/DVstick 30/DVSI) for hardware vocoding.","Corrected: MMDVM Direct (stand-alone transceiver via the MMDVM modem) is supported for M17 AND DMR, not M17 only. Otherwise confirmed against DroidStar README (nostar/AD8B)."
software,DroidStar,,ptt_config,on-screen TX (PTT) button,On-screen TX (PTT) button.,"Corrected: MMDVM Direct (stand-alone transceiver via the MMDVM modem) is supported for M17 AND DMR, not M17 only. Otherwise confirmed against DroidStar README (nostar/AD8B)."
software,DroidStar,,alc_power_guidance,"n/a (digital-voice over UDP, no RF drive)","n/a (digital-voice over UDP, or modem-set level in MMDVM Direct).","Corrected: MMDVM Direct (stand-alone transceiver via the MMDVM modem) is supported for M17 AND DMR, not M17 only. Otherwise confirmed against DroidStar README (nostar/AD8B)."
software,FreeDV / freedv-gui,,rig_control_backend,Hamlib (rigctl/rigctld) for CAT; or serial RTS/DTR for PTT,Hamlib (serial or TCP to rigctld/FLrig) for CAT/PTT; or direct serial RTS/DTR; or VOX,"Corrected: the CAT/PTT dialog is 'Tools > CAT and PTT Config' (audio is 'Tools > Audio Config') - the claimed 'Tools > Options' is not where CAT is set. Backend (Hamlib serial/TCP + serial RTS-DTR + VOX), two-soundcard model and ALC guidance are otherwise correct."
software,FreeDV / freedv-gui,,how_to_set_cat,"Tools > Options and Tools > PTT Config: choose Hamlib, pick the rig model + serial port + baud (or a network rigctld host); Hamlib also sets/reads frequency.","Tools > CAT and PTT Config: choose Hamlib, pick the rig model + serial port + serial rate (or a TCP host:port for SDRs/FLrig/rigctld); press Test to populate Serial Params. Hamlib also sets/reads frequency.","Corrected: the CAT/PTT dialog is 'Tools > CAT and PTT Config' (audio is 'Tools > Audio Config') - the claimed 'Tools > Options' is not where CAT is set. Backend (Hamlib serial/TCP + serial RTS-DTR + VOX), two-soundcard model and ALC guidance are otherwise correct."
software,FreeDV / freedv-gui,,audio_device_select,Tools > Audio Config - two sound cards: radio in/out (the interface) plus mic/speaker (your headset),Tools > Audio Config - two sound cards: 'Transmit/Receive To/From Radio' (the interface) plus the mic/speaker/headset device,"Corrected: the CAT/PTT dialog is 'Tools > CAT and PTT Config' (audio is 'Tools > Audio Config') - the claimed 'Tools > Options' is not where CAT is set. Backend (Hamlib serial/TCP + serial RTS-DTR + VOX), two-soundcard model and ALC guidance are otherwise correct."
software,FreeDV / freedv-gui,,ptt_config,"Tools > PTT Config - Hamlib CAT PTT, or a serial port's RTS/DTR, or VOX","Tools > CAT and PTT Config - Hamlib CAT PTT, a serial port's RTS/DTR pin, or VOX (tone on the left Tx channel)","Corrected: the CAT/PTT dialog is 'Tools > CAT and PTT Config' (audio is 'Tools > Audio Config') - the claimed 'Tools > Options' is not where CAT is set. Backend (Hamlib serial/TCP + serial RTS-DTR + VOX), two-soundcard model and ALC guidance are otherwise correct."
software,FreeDV / freedv-gui,,alc_power_guidance,"FreeDV is a multi-carrier linear signal: use USB/DATA mode and raise TX drive so RF out is clean with ALC barely moving - never overdrive, as clipping wrecks the waveform","FreeDV is a multi-carrier linear signal: use USB/DATA mode and raise TX drive so RF out is clean with ALC barely moving - never overdrive/clip, which wrecks the waveform","Corrected: the CAT/PTT dialog is 'Tools > CAT and PTT Config' (audio is 'Tools > Audio Config') - the claimed 'Tools > Options' is not where CAT is set. Backend (Hamlib serial/TCP + serial RTS-DTR + VOX), two-soundcard model and ALC guidance are otherwise correct."
software,SDR++,,rig_control_backend,native SDR control via source modules (RTL/Airspy/HackRF/SDRplay/SpyServer/rtl_tcp etc.); external rig via built-in Rigctl Client / Rigctl Server modules (Hamlib rigctl network protocol),"native SDR control via source modules (RTL/Airspy/HackRF/SDRplay/SpyServer/rtl_tcp etc.); external-rig sync via the built-in Rigctl Server module - a matching Rigctl Client is limited/absent, so the third-party RigSync (Hamlib rigctl client) module is commonly used",Corrected: the mature built-in module is the Rigctl SERVER (SDR++ is controlled by others). A built-in Rigctl Client to drive/follow an external rig is limited; users add the third-party RigSync module for bidirectional sync. The claim implied both client and server are full built-ins.
software,SDR++,,how_to_set_cat,Enable the Rigctl Client module (drives an external rig via a rigctld host/port) or the Rigctl Server module (lets other apps control SDR++); set host/port there,"Enable the Rigctl Server module (lets other apps/rigctld clients control SDR++, e.g. GPredict; set the listen port). To have SDR++ FOLLOW an external rig bidirectionally, add the third-party RigSync module and point it at a rigctld host/port - SDR++'s own client capability is basic.",Corrected: the mature built-in module is the Rigctl SERVER (SDR++ is controlled by others). A built-in Rigctl Client to drive/follow an external rig is limited; users add the third-party RigSync module for bidirectional sync. The claim implied both client and server are full built-ins.
software,"WiNRADiO software (Excalibur, G3x/G6x)",,rig_control_backend,"native control of WiNRADiO SDR receivers over USB (tuning, demod, recording); some models expose an emulated CAT/remote interface","Native control of WiNRADiO SDR/DDC receivers (tuning, demod, recording). RX only.","RX-only, native control, and 'not a third-party rig controller' are all correct. The phrase 'emulated CAT/remote interface' is imprecise: WiNRADiO's remote is the Client/Server Option (network) plus a developer API, not a CAT emulation exposed to third-party rig-control apps."
software,"WiNRADiO software (Excalibur, G3x/G6x)",,how_to_set_cat,"Device is auto-detected; the options may offer an emulated CAT/remote interface, but it is not a controller for third-party rigs","Device is auto-detected. Not a CAT controller for third-party rigs; remote/networked control is via the optional Client/Server Option (CSO, over TCP/IP) and a developer API/DLL - not a CAT emulation.","RX-only, native control, and 'not a third-party rig controller' are all correct. The phrase 'emulated CAT/remote interface' is imprecise: WiNRADiO's remote is the Client/Server Option (network) plus a developer API, not a CAT emulation exposed to third-party rig-control apps."
software,"WiNRADiO software (Excalibur, G3x/G6x)",,audio_device_select,Options select the audio output; Virtual Audio Cable for decoders,Options select the audio output; a Virtual Audio Cable is used to feed decoders.,"RX-only, native control, and 'not a third-party rig controller' are all correct. The phrase 'emulated CAT/remote interface' is imprecise: WiNRADiO's remote is the Client/Server Option (network) plus a developer API, not a CAT emulation exposed to third-party rig-control apps."
software,"WiNRADiO software (Excalibur, G3x/G6x)",,ptt_config,n/a - receivers (RX only),n/a - receivers (RX only).,"RX-only, native control, and 'not a third-party rig controller' are all correct. The phrase 'emulated CAT/remote interface' is imprecise: WiNRADiO's remote is the Client/Server Option (network) plus a developer API, not a CAT emulation exposed to third-party rig-control apps."
software,ARDOP (ARDOP_Win / ARDOP TNC),,rig_control_backend,"sound-card modem; PTT via CAT/serial/Hamlib (frequency CAT is normally handled by the client app, not the TNC)","Sound-card modem presenting a TCP virtual TNC; frequency CAT is handled by the host app (Winlink Express/ARIM), not the TNC.","Original listed 'serial RTS/DTR, CAT, or Hamlib.' Native ARDOP TNC PTT is serial RTS or CAT hex strings (and GPIO on ARM builds); DTR and built-in Hamlib/rigctld are not native - Hamlib PTT requires a patched fork (ardop-hamlib) or an external rigctld bridge (ardopctl)."
software,ARDOP (ARDOP_Win / ARDOP TNC),,how_to_set_cat,Launched with a capture/playback device + host TCP port; CAT/PTT is typically handled by the host (Winlink/ARIM) or via a PTT COM the TNC is told to key,Launched (or in the ARDOP_Win setup) with a capture/playback device + host TCP port; a PTT argument tells it how to key. Freq/mode CAT comes from the host.,"Original listed 'serial RTS/DTR, CAT, or Hamlib.' Native ARDOP TNC PTT is serial RTS or CAT hex strings (and GPIO on ARM builds); DTR and built-in Hamlib/rigctld are not native - Hamlib PTT requires a patched fork (ardop-hamlib) or an external rigctld bridge (ardopctl)."
software,ARDOP (ARDOP_Win / ARDOP TNC),,audio_device_select,Choose the capture (RX) and playback (TX) sound devices in the ARDOP command line/GUI,Choose capture (RX) and playback (TX) sound devices at launch or in the setup dialog.,"Original listed 'serial RTS/DTR, CAT, or Hamlib.' Native ARDOP TNC PTT is serial RTS or CAT hex strings (and GPIO on ARM builds); DTR and built-in Hamlib/rigctld are not native - Hamlib PTT requires a patched fork (ardop-hamlib) or an external rigctld bridge (ardopctl)."
software,ARDOP (ARDOP_Win / ARDOP TNC),,ptt_config,"PTT via CAT, serial RTS/DTR, or Hamlib; VOX also possible","Native PTT is serial RTS, or CAT on/off hex strings on a serial COM. VOX possible.","Original listed 'serial RTS/DTR, CAT, or Hamlib.' Native ARDOP TNC PTT is serial RTS or CAT hex strings (and GPIO on ARM builds); DTR and built-in Hamlib/rigctld are not native - Hamlib PTT requires a patched fork (ardop-hamlib) or an external rigctld bridge (ardopctl)."
software,ARDOP (ARDOP_Win / ARDOP TNC),,alc_power_guidance,Set the radio to USB (data) mode; raise the TX/playback audio so the radio makes rated power with ALC barely moving,USB (data) mode; raise TX/playback audio so the radio makes rated power with ALC barely moving.,"Original listed 'serial RTS/DTR, CAT, or Hamlib.' Native ARDOP TNC PTT is serial RTS or CAT hex strings (and GPIO on ARM builds); DTR and built-in Hamlib/rigctld are not native - Hamlib PTT requires a patched fork (ardop-hamlib) or an external rigctld bridge (ardopctl)."
software,ARDOP (ardopc / ardopcf / ARDOP_Win TNC),,rig_control_backend,sound-card modem with CAT + PTT; presents a TCP virtual TNC,Sound-card modem presenting a TCP virtual TNC with PTT keying; freq/mode CAT usually done by the client.,Native ardopcf PTT is serial RTS / CAT hex / ARM-GPIO. DTR and built-in Hamlib/rigctld/flrig are NOT native (available only via a patched fork or external rigctld bridge).
software,ARDOP (ardopc / ardopcf / ARDOP_Win TNC),,how_to_set_cat,"Started with a capture/playback device + host port; PTT/CAT arguments (e.g. a PTT port, or Hamlib) tell it how to key; freq/mode CAT is usually done by the client","Started with host TCP port + capture/playback device numbers; PTT argument (-p serial, -g GPIO, or -k/-u CAT hex) tells it how to key.",Native ardopcf PTT is serial RTS / CAT hex / ARM-GPIO. DTR and built-in Hamlib/rigctld/flrig are NOT native (available only via a patched fork or external rigctld bridge).
software,ARDOP (ardopc / ardopcf / ARDOP_Win TNC),,audio_device_select,Capture and playback sound devices given at launch (ALSA/PortAudio names or Windows devices),Capture and playback device numbers given at launch (ALSA/PortAudio names or Windows device numbers listed at startup).,Native ardopcf PTT is serial RTS / CAT hex / ARM-GPIO. DTR and built-in Hamlib/rigctld/flrig are NOT native (available only via a patched fork or external rigctld bridge).
software,ARDOP (ardopc / ardopcf / ARDOP_Win TNC),,ptt_config,"PTT via serial RTS/DTR, CAT, Hamlib/rigctld, GPIO (on a Pi), or VOX","Native PTT via serial RTS (-p), CAT on/off hex strings (-k/-u), or GPIO on ARM/Pi (-g). VOX possible.",Native ardopcf PTT is serial RTS / CAT hex / ARM-GPIO. DTR and built-in Hamlib/rigctld/flrig are NOT native (available only via a patched fork or external rigctld bridge).
software,ARDOP (ardopc / ardopcf / ARDOP_Win TNC),,alc_power_guidance,USB-data mode; raise TX audio to rated power with ALC barely moving,USB-data mode; raise TX audio to rated power with ALC barely moving.,Native ardopcf PTT is serial RTS / CAT hex / ARM-GPIO. DTR and built-in Hamlib/rigctld/flrig are NOT native (available only via a patched fork or external rigctld bridge).
software,ardopc / ardopcf,,rig_control_backend,"sound-card modem; PTT via Hamlib/rigctld/flrig, serial, or GPIO; can emulate an SCS Dragon so PACTOR-only apps (Winlink Express, AirMail) can use ARDOP",Sound-card modem presenting an ARDOP TCP host TNC. No SCS-Dragon/PACTOR emulation.,"Two errors in the original: (1) ardopcf/ardopc does NOT emulate an SCS Dragon so PACTOR-only apps can use it - no such feature is in the docs; (2) native PTT is serial RTS / CAT hex / ARM-GPIO, not Hamlib/rigctld/flrig (those need a fork or external ardopctl/rigctld bridge)."
software,ardopc / ardopcf,,how_to_set_cat,"Command-line: specify the host TCP port, capture/playback devices, and the PTT method (e.g. a GPIO pin, a serial COM, or a rigctld/Hamlib target); or run the SCS-Dragon emulation on a serial port for legacy apps","Command-line: host TCP port + capture/playback device numbers + PTT method (-p serial RTS, -g GPIO on ARM, or -k/-u CAT hex strings).","Two errors in the original: (1) ardopcf/ardopc does NOT emulate an SCS Dragon so PACTOR-only apps can use it - no such feature is in the docs; (2) native PTT is serial RTS / CAT hex / ARM-GPIO, not Hamlib/rigctld/flrig (those need a fork or external ardopctl/rigctld bridge)."
software,ardopc / ardopcf,,audio_device_select,Capture and playback device names given as launch arguments (ALSA/PortAudio),Capture and playback device numbers (ALSA/PortAudio) given as arguments.,"Two errors in the original: (1) ardopcf/ardopc does NOT emulate an SCS Dragon so PACTOR-only apps can use it - no such feature is in the docs; (2) native PTT is serial RTS / CAT hex / ARM-GPIO, not Hamlib/rigctld/flrig (those need a fork or external ardopctl/rigctld bridge)."
software,ardopc / ardopcf,,ptt_config,"PTT via serial RTS/DTR, CAT/Hamlib/rigctld/flrig, or Pi GPIO; VOX possible","PTT via serial RTS, CAT on/off hex strings, or ARM/Pi GPIO. Hamlib/rigctld PTT only via a patched fork or external bridge.","Two errors in the original: (1) ardopcf/ardopc does NOT emulate an SCS Dragon so PACTOR-only apps can use it - no such feature is in the docs; (2) native PTT is serial RTS / CAT hex / ARM-GPIO, not Hamlib/rigctld/flrig (those need a fork or external ardopctl/rigctld bridge)."
software,ardopc / ardopcf,,alc_power_guidance,USB-data mode; raise TX (playback) audio to rated power with ALC minimal,USB-data mode; raise TX (playback) audio to rated power with ALC minimal.,"Two errors in the original: (1) ardopcf/ardopc does NOT emulate an SCS Dragon so PACTOR-only apps can use it - no such feature is in the docs; (2) native PTT is serial RTS / CAT hex / ARM-GPIO, not Hamlib/rigctld/flrig (those need a fork or external ardopctl/rigctld bridge)."
software,piardopc / piardop2,,rig_control_backend,"sound-card modem; PTT via GPIO, serial, or CAT/Hamlib",Sound-card modem on the Pi presenting an ARDOP TCP host TNC; freq/mode CAT usually from the client.,Original said 'serial RTS/DTR or CAT/Hamlib.' Native PTT is GPIO / serial RTS / CAT hex; built-in Hamlib/rigctld PTT is not native (only via a fork or external rigctld bridge).
software,piardopc / piardop2,,how_to_set_cat,"Launch arguments on the Pi: host TCP port + USB sound interface + PTT method (GPIO pin, serial COM, or rigctld/Hamlib); freq/mode CAT usually comes from the client","Launch args on the Pi: host TCP port + USB sound interface (ALSA) + PTT method (-g GPIO pin, -p serial RTS, or -k/-u CAT hex).",Original said 'serial RTS/DTR or CAT/Hamlib.' Native PTT is GPIO / serial RTS / CAT hex; built-in Hamlib/rigctld PTT is not native (only via a fork or external rigctld bridge).
software,piardopc / piardop2,,audio_device_select,USB sound interface named on the command line (ALSA device) for capture/playback,USB sound interface named on the command line (ALSA device) for capture/playback.,Original said 'serial RTS/DTR or CAT/Hamlib.' Native PTT is GPIO / serial RTS / CAT hex; built-in Hamlib/rigctld PTT is not native (only via a fork or external rigctld bridge).
software,piardopc / piardop2,,ptt_config,"PTT via Pi GPIO, serial RTS/DTR, or CAT/Hamlib; VOX possible","PTT via Pi GPIO (-g), serial RTS, or CAT hex strings. VOX possible.",Original said 'serial RTS/DTR or CAT/Hamlib.' Native PTT is GPIO / serial RTS / CAT hex; built-in Hamlib/rigctld PTT is not native (only via a fork or external rigctld bridge).
software,piardopc / piardop2,,alc_power_guidance,USB-data mode; raise TX audio to rated power with ALC minimal,USB-data mode; raise TX audio to rated power with ALC minimal.,Original said 'serial RTS/DTR or CAT/Hamlib.' Native PTT is GPIO / serial RTS / CAT hex; built-in Hamlib/rigctld PTT is not native (only via a fork or external rigctld bridge).
software,vARIM,,rig_control_backend,none of its own - drives the VARA HF sound modem (audio + PTT/CAT); PTT set via varim.ini or on-the-fly,None of its own for audio - drives the VARA HF sound modem; but vARIM controls PTT itself (serial or rigctld) via varim.ini or on-the-fly.,"Original implied PTT is essentially rigctld-only because 'VARA on Linux can't do COM PTT.' In fact vARIM itself provides hardware serial RTS/DTR PTT on Linux (ptt-mode=RTS or DTR), in addition to rigctld."
software,vARIM,,how_to_set_cat,PTT is controlled by ptt-mode / ptt-device / rigctld-ip-addr / rigctld-tcp-port in varim.ini (or changed live); it can key via rigctld/Hamlib since VARA under Linux can't easily do COM-port PTT,PTT is controlled by ptt-mode / ptt-device / rigctld-ip-addr / rigctld-tcp-port in varim.ini (or changed live).,"Original implied PTT is essentially rigctld-only because 'VARA on Linux can't do COM PTT.' In fact vARIM itself provides hardware serial RTS/DTR PTT on Linux (ptt-mode=RTS or DTR), in addition to rigctld."
software,vARIM,,audio_device_select,n/a here - sound devices are set in the VARA HF modem; vARIM attaches to VARA over TCP,n/a here - sound devices are set in the VARA HF modem; vARIM attaches to VARA over TCP.,"Original implied PTT is essentially rigctld-only because 'VARA on Linux can't do COM PTT.' In fact vARIM itself provides hardware serial RTS/DTR PTT on Linux (ptt-mode=RTS or DTR), in addition to rigctld."
software,vARIM,,ptt_config,PTT via rigctld/Hamlib (varim.ini) or delegated to VARA's own CAT/RTS on Windows,"vARIM keys PTT via serial RTS/DTR directly (ptt-mode=RTS/DTR + ptt-device, works on Linux/RPi/Cygwin/WSL) OR via rigctld/Hamlib (ptt-mode=RIGCTLD).","Original implied PTT is essentially rigctld-only because 'VARA on Linux can't do COM PTT.' In fact vARIM itself provides hardware serial RTS/DTR PTT on Linux (ptt-mode=RTS or DTR), in addition to rigctld."
software,vARIM,,alc_power_guidance,"Radio in USB-data; VARA TX drive to rated power, ALC minimal","Radio in USB-data; VARA TX drive to rated power, ALC minimal.","Original implied PTT is essentially rigctld-only because 'VARA on Linux can't do COM PTT.' In fact vARIM itself provides hardware serial RTS/DTR PTT on Linux (ptt-mode=RTS or DTR), in addition to rigctld."
software,Black Cat SSTV,,rig_control_backend,none (audio) for RX; on Mac it can key via serial/CAT for PTT - otherwise VOX/interface,None (audio). Keys PTT via a serial-port handshake line (RTS/DTR); it is NOT a CAT frequency controller.,"Original scoped it to Mac and described PTT as 'serial/CAT.' Black Cat SSTV v2.5.1 runs on Windows, macOS AND iOS, and keys PTT via a serial handshake line (RTS/DTR) - not CAT rig control."
software,Black Cat SSTV,,how_to_set_cat,Preferences: on macOS you can select a serial/CAT interface for PTT (and radio); otherwise it is VOX/interface - not a full CAT controller,n/a - not a CAT controller. Select a serial (COM) port and which handshake line (RTS/DTR) drives PTT; that line is asserted on transmit. Otherwise VOX/interface.,"Original scoped it to Mac and described PTT as 'serial/CAT.' Black Cat SSTV v2.5.1 runs on Windows, macOS AND iOS, and keys PTT via a serial handshake line (RTS/DTR) - not CAT rig control."
software,Black Cat SSTV,,audio_device_select,Preferences > audio: select the sound-card device input and output to the radio,Preferences: select the sound-card input/output; a virtual audio cable is used with SDRs.,"Original scoped it to Mac and described PTT as 'serial/CAT.' Black Cat SSTV v2.5.1 runs on Windows, macOS AND iOS, and keys PTT via a serial handshake line (RTS/DTR) - not CAT rig control."
software,Black Cat SSTV,,ptt_config,PTT via VOX or a hardware interface; on Mac a serial/CAT keying option,"PTT via the chosen serial-port handshake line (RTS/DTR), or VOX/interface.","Original scoped it to Mac and described PTT as 'serial/CAT.' Black Cat SSTV v2.5.1 runs on Windows, macOS AND iOS, and keys PTT via a serial handshake line (RTS/DTR) - not CAT rig control."
software,Black Cat SSTV,,alc_power_guidance,SSB/USB; raise TX audio until rated power with ALC low/clean (SSTV is a near-continuous-carrier mode - avoid overdrive),SSB/USB; raise TX audio until rated power with ALC low/clean (SSTV is a near-continuous-carrier mode - avoid overdrive).,"Original scoped it to Mac and described PTT as 'serial/CAT.' Black Cat SSTV v2.5.1 runs on Windows, macOS AND iOS, and keys PTT via a serial handshake line (RTS/DTR) - not CAT rig control."
software,Multiscan / Multiscan 3B,,rig_control_backend,none (audio) - Mac; sound-card in/out; serial-port PTT keying (no rig CAT),"None (audio, Mac) - sound-card in/out; does NOT control PTT directly and has no rig CAT.",Original said 'PTT via a serial port (keyer/interface).' Multiscan 3B does not key PTT itself; it relies on external W7AY helper apps (CocoaPTT / µH Router) selected in its PTT Selection list.
software,Multiscan / Multiscan 3B,,how_to_set_cat,n/a - set only the PTT serial port,n/a for CAT. For serial PTT you must install a separate helper (CocoaPTT) and select it in Preferences > PTT Selection.,Original said 'PTT via a serial port (keyer/interface).' Multiscan 3B does not key PTT itself; it relies on external W7AY helper apps (CocoaPTT / µH Router) selected in its PTT Selection list.
