Manufacturer,Model,Type,Bands,Modes,Era,Notes
Standard,C-500,2m/70cm FM handheld,2m/70cm,FM,1988,Compact dual-band FM HT (C-500E).
Standard,C-508,2m/70cm FM handheld,2m/70cm,FM,1990,Miniature dual-band FM HT (C-508A/E).
Standard,C-510,2m/70cm FM handheld,2m/70cm,FM,1991,Dual-band FM HT (C-510A/E).
Standard,C-520,2m/70cm FM handheld,2m/70cm,FM,1989,Full-featured dual-band FM HT.
Standard,C-5200D,2m/70cm FM mobile,2m/70cm,FM,1991,Compact dual-band FM mobile (C-5200E/ED).
Standard,C-528,2m/70cm FM handheld,2m/70cm,FM,1989,Dual-band FM HT with wideband RX.
Standard,C-5400,2m FM base,2m,FM,1980s,144 MHz FM base station.
Standard,C-558,2m/70cm FM handheld,2m/70cm,FM,1993,Twin-band FM HT (C-558S).
Standard,C-5608D,2m/70cm FM mobile,2m/70cm,FM,1993,Dual-band FM mobile with detachable head (C-5608DA).
Standard,C-568,Tri-band FM handheld,2m/70cm/23cm,FM,1994,Tri-band FM HT (C-568/S/A).
Standard,C-5750,2m/70cm FM mobile,2m/70cm,FM,1994,Dual-band FM mobile.
Standard,C-58,2m FM handheld,2m,FM,1980s,Compact 144 MHz FM HT (Standard/Marushin).
Standard,C-5900,Tri-band FM mobile,6m/2m/70cm,FM,1994,Tri-band FM mobile (C-5900B/D/DA); ~50W 2m.
Standard,C-6000,70cm/23cm FM mobile,70cm/23cm,FM,1992,Dual-band UHF FM mobile (C-6000/S).
Standard,C-628,70cm/23cm FM handheld,70cm/23cm,FM,1993,Dual-band UHF FM HT (430/1200 MHz).
Standard,C-628A,70cm/23cm FM handheld,70cm/23cm,FM,1994,US-market variant of the C-628.
Standard,C-78,70cm FM handheld,70cm,FM,1980s,430 MHz FM HT.
Standard,C-7900,70cm FM mobile,70cm,FM,1990,430 MHz FM mobile.
Standard,C-8800,2m FM mobile,2m,FM,1990,144 MHz FM mobile (C-8800/8900).
Standard,SR-C146,2m FM handheld,2m,FM,1980s,144 MHz FM HT (SR-C146/A).
Stryker,SR-25MC,HF 10m transceiver (mobile),10m,AM/FM/PA,2010s,Small 10m amateur mobile in current lineup.
Stryker,SR-447HPC,HF 10m transceiver (mobile),10m,AM/FM/PA,2010s,"Compact 10m amateur mobile, high-power finals."
Stryker,SR-447HPC2,HF 10m transceiver (mobile),10m,AM/FM/PA,2010s,Compact small-chassis 10m amateur mobile designed for tight mounting; revised HPC2.
Stryker,SR-497HPC,HF 10m transceiver (mobile),10m,AM/FM/PA,2010s,"Full-size 10m amateur mobile; 6x IRF-520 MOSFETs, 100W+ PEP."
Stryker,SR-497HPC2,HF 10m transceiver (mobile),10m,AM/FM/PA,2010s,Revised full-size 100W+ 10m amateur mobile.
Stryker,SR-655HPC+,HF 10m transceiver (mobile),10m,AM/FM/PA,2010s,"Mid/large 10m amateur mobile, high-power MOSFET finals."
Stryker,SR-89MC,HF 10m transceiver (mobile),10m,AM/FM/PA,2010s,Compact entry 10m amateur mobile.
Stryker,SR-94HPC,HF 10m transceiver (mobile),10m,AM/FM/PA,2010s,Budget compact 10m amateur AM/FM mobile.
Stryker,SR-955HP / SR-955HPC+,HF 10m transceiver (mobile),10m,AM/FM/PA (some SSB variants),2010s,"Flagship large-chassis 100W+ 10m amateur mobile; SSB on HPC+ trims, backlit face."
Swan,SW-120,HF transceiver,20 m,SSB,1961,Herb Johnson's early single-band tube transceiver.
Swan,SW-140,HF transceiver,40 m,SSB,1961,Single-band monobander.
Swan,SW-160,HF transceiver,80 m,SSB,1961,Single-band monobander.
Swan,SW-240 (Swan 240),HF transceiver,80/40/20 m,SSB/CW,1962,First 3-band Swan transceiver.
Swan,Swan 100MX,HF transceiver,80-10 m,SSB/CW,1980,Solid-state compact transceiver.
Swan,Swan 102BX,HF transceiver,160-10 m,SSB/CW,1980,Solid-state transceiver.
Swan,Swan 175,HF transceiver,HF,SSB/CW,1963,Early single-band Swan variant.
Swan,Swan 250,VHF transceiver,6 m (50-54 MHz),AM/SSB/CW,1965,Popular 6-meter tube SSB transceiver.
Swan,Swan 250C,VHF transceiver,6 m,AM/SSB/CW,1968,Improved 6m transceiver.
Swan,Swan 260 Cygnet,HF transceiver,80-10 m,SSB/CW,1969,Compact tube transceiver with self-contained supply.
Swan,Swan 270 Cygnet,HF transceiver,80-10 m,SSB/CW,1970,Cygnet series.
Swan,Swan 270B Cygnet,HF transceiver,80-10 m,SSB/CW,1971,Improved Cygnet.
Swan,Swan 350,HF transceiver,80-10 m,AM/SSB/CW,1964,Very popular 5-band tube transceiver.
Swan,Swan 350C,HF transceiver,80-10 m,AM/SSB/CW,1968,Improved Swan 350.
Swan,Swan 350D,HF transceiver,80-10 m,AM/SSB/CW,1977,Late variant.
Swan,Swan 400,HF transceiver,80-10 m,AM/SSB/CW,1964,Uses separate power supply; 400W-class.
Swan,Swan 400C,HF transceiver,80-10 m,AM/SSB/CW,1968,Improved Swan 400.
Swan,Swan 500,HF transceiver,80-10 m,AM/SSB/CW,1967,Higher-power evolution of the 350.
Swan,Swan 500C,HF transceiver,80-10 m,AM/SSB/CW,1968,Best-selling Swan; very common.
Swan,Swan 500CX,HF transceiver,80-10 m,AM/SSB/CW,1970,Improved 500C with better stability.
Swan,Swan 600R,communications receiver,80-10 m,SSB/CW/AM,1971,Separate receiver of the 600 twins.
Swan,Swan 600T,HF transmitter,80-10 m,SSB/CW,1971,Separate transmitter of the 600 twins.
Swan,Swan 700CX,HF transceiver,80-10 m,SSB/CW,1972,Upgraded 500CX-class transceiver.
Swan,Swan 750CW,HF transceiver,80-10 m,SSB/CW,1977,Top tube-era Swan with improved CW.
Swan,Swan Astro 102BX,HF transceiver,160-10 m,SSB/CW,1979,Astro series solid-state.
Swan,Swan Astro 103,HF transceiver,160-10 m + WARC,SSB/CW/RTTY,1980,Digital-readout solid-state transceiver.
Swan,Swan Astro 150,HF transceiver,80-10 m,SSB/CW,1975,Solid-state; Cubic-era Swan.
Swan,Swan Astro 150A,HF transceiver,80-10 m,SSB/CW,1976,Improved Astro 150.
Swan,Swan Astro 151,HF transceiver,160-15 m,SSB/CW,1977,Astro series.
Swan,Swan FM-1210A,VHF transceiver,2 m (144-148 MHz),FM,1970s,2-meter FM transceiver.
Swan,Swan FM-2X,VHF transceiver,2 m,FM,1970s,2-meter FM transceiver.
Swan,Swan MB-40A,HF mobile transceiver,40 m,SSB/CW,1970s,Single-band mobile transceiver.
Swan,Swan MB-80,HF mobile transceiver,80 m,SSB/CW,1970s,Single-band mobile transceiver.
Swan,Swan SS-200,HF transceiver,80-10 m,SSB/CW,1976,Solid-state transceiver.
Swan,Swan SS-200A,HF transceiver,80-10 m,SSB/CW,1977,Improved SS-200.
Tempo (Henry Radio),Tempo 2020,HF transceiver,HF 160-10m,SSB/CW,1970s,Yaesu-built HF base (FT-201 lineage).
Tempo (Henry Radio),Tempo One,HF transceiver,HF 80-10m,SSB/CW/AM,early 1970s,"Rebadged Yaesu FT-200, 300W PEP input; Henry Radio house brand."
Tempo (Henry Radio),Tempo S1,VHF handheld,2m,FM,late 1970s,Early synthesized 2m FM HT.
Ten-Tec,1253,Shortwave receiver kit,HF general coverage (9-band),AM/SSB,1990s,Superheterodyne SWL receiver builder's kit.
Ten-Tec,1254,Shortwave receiver kit,100 kHz-30 MHz,AM/SSB,1990s,Microprocessor/PLL general-coverage SWL receiver kit with digital display.
Ten-Tec,1320,QRP HF transceiver kit,HF 20m,CW,1999,"1300-series monoband CW builder's kit, ~3W."
Ten-Tec,1330,QRP HF transceiver kit,HF 30m,CW,1996,"1300-series 30m monoband CW kit, ~3W."
Ten-Tec,1340,QRP HF transceiver kit,HF 40m,CW,1996,"1300-series 40m monoband CW kit, ~3W; the most popular of the series."
Ten-Tec,1380,QRP HF transceiver kit,HF 80m,CW,1999,"1300-series 80m monoband CW kit, ~3W."
Ten-Tec,6N2 (526),VHF all-mode transceiver,6m & 2m,SSB/CW/FM,2000,DSP-based dual-band VHF multimode transceiver in a compact case.
Ten-Tec,Argo 556,QRP HF transceiver,HF 160-10m,SSB/CW,1990s,5W QRP variant sharing the Scout's plug-in single-band module concept.
Ten-Tec,Argonaut 505,QRP HF transceiver,HF 80-10m,SSB/CW,1971,"First Argonaut; ~5W solid-state QRP rig, separate matching VFO/accessories."
Ten-Tec,Argonaut 509,QRP HF transceiver,HF 80-10m,SSB/CW,1974,"Improved 5W Argonaut, widely used QRP SSB/CW rig."
Ten-Tec,Argonaut 515,QRP HF transceiver,HF 80-10m,SSB/CW,1976,"Third-generation analog Argonaut, ~5W."
Ten-Tec,Argonaut II (535),QRP HF transceiver,HF 160-10m,SSB/CW,1993,Modern 5W QRP rig with general-coverage-style tuning; added WARC bands.
Ten-Tec,Argonaut V (516),QRP HF transceiver,HF 160-10m,SSB/CW,2002,DSP-based QRP rig adjustable up to ~20W output.
Ten-Tec,Argonaut VI (539),QRP HF transceiver,HF 160-10m,SSB/CW/digital,2011,"Last Argonaut; IF-DSP, ~10W, roofing filter; compact field rig."
Ten-Tec,Argosy (525),HF transceiver,HF 80-10m,SSB/CW,1981,Economy rig with switchable QRP (~5W) / QRO (~50-100W) output; analog dial.
Ten-Tec,Argosy II (525D),HF transceiver,HF 80-10m,SSB/CW,1985,Argosy with digital frequency readout.
Ten-Tec,Century 21 (570),HF CW transceiver,HF 80-10m,CW,1977,"CW-only ~70W novice/CW rig, analog readout; low-cost."
Ten-Tec,Century 21 Digital (574),HF CW transceiver,HF 80-10m,CW,1979,Century 21 with digital frequency display.
Ten-Tec,Century 22 (579),HF CW transceiver,HF 80-10m,CW,1985,CW-only ~50W rig with full break-in QSK and built-in keyer/filter.
Ten-Tec,Corsair (560),HF transceiver,HF 160-10m,SSB/CW,1984,"~100W rig with dual PBT/notch, successor to the Omni line."
Ten-Tec,Corsair II (561),HF transceiver,HF 160-10m,SSB/CW,1985,Improved Corsair with better filtering and dual VFOs.
Ten-Tec,Delta (580),HF transceiver,HF 160-10m,SSB/CW,1983,Compact dual-VFO ~100W (200W input) transceiver.
Ten-Tec,Delta II (536),HF transceiver,HF 160-10m,SSB/CW,1990,Updated compact Delta with digital readout.
Ten-Tec,Eagle (599 / 599AT),HF+6m transceiver,HF 160-10m + 6m,SSB/CW/AM/FM,2011,"Compact single-main-knob IF-DSP rig, ~100W; 599AT adds internal automatic ATU."
Ten-Tec,Jupiter (538),HF transceiver,HF 160-10m,SSB/CW/AM/FM/AFSK,2000,Standalone DSP rig with front panel/display (essentially a Pegasus with knobs); ~100W.
Ten-Tec,Omni V (562),HF transceiver,HF 160-10m (general-coverage RX),SSB/CW/FSK,1990,"Dual-VFO general-coverage-receive Omni, ~100W."
Ten-Tec,Omni VI (563),HF transceiver,HF 160-10m,SSB/CW/FM/FSK,1992,Added DSP-audio provisions and FM; refined receiver.
Ten-Tec,Omni VI Plus (564),HF transceiver,HF 160-10m,SSB/CW/FM/FSK,1996,Enhanced-DSP/filtering final analog-era Omni; existing VI's upgradable.
Ten-Tec,Omni-A (545),HF transceiver,HF 160-10m,SSB/CW,1978,"First Omni; analog-readout ~100W rig, high-quality receiver."
Ten-Tec,Omni-C (546C),HF transceiver,HF 160-10m,SSB/CW,1981,Series C revision of the Omni-D with improved filtering/features.
Ten-Tec,Omni-D (546),HF transceiver,HF 160-10m,SSB/CW,1979,Digital-readout Omni; Series B (546B) followed as a running revision.
Ten-Tec,Omni-VII (588),HF+6m transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/data,2007,IF-DSP rig with built-in Ethernet for full remote (network) operation; ~100W.
Ten-Tec,Omni-VII+ (588+),HF+6m transceiver,HF 160-10m + 6m,SSB/CW/AM/FM/data,2019,Updated Omni-VII shown at Dayton Hamvention under revived Ten-Tec ownership.
Ten-Tec,Orion (565),HF transceiver,HF 160-10m + general-coverage RX,SSB/CW/AM/FM/RTTY,2003,High-end dual-receiver DSP contest/DX flagship; ~100W.
Ten-Tec,Orion II (566),HF transceiver,HF 160-10m + general-coverage RX,SSB/CW/AM/FM/RTTY,2005,Improved dual-RX Orion with revised front end and roofing filters.
Ten-Tec,Paragon (585),HF transceiver,HF 160-10m (general-coverage RX),SSB/CW/AM/FM,1989,"Full-featured general-coverage-receive flagship of its day, ~100W."
Ten-Tec,Paragon II (586),HF transceiver,HF 160-10m,SSB/CW/AM/FM,1993,Improved Paragon with enhanced receiver and controls.
Ten-Tec,Patriot (507),QRP HF transceiver,HF 40/20m,SSB/CW/digital,2014,Open-source SSB/CW/digital-capable QRP rig building on the Rebel (limited release).
Ten-Tec,Pegasus (550),HF transceiver (PC-controlled),HF 160-10m,SSB/CW/AM/FM,1998,First fully computer-controlled DSP HF rig with no front-panel controls; ~100W.
Ten-Tec,PM-2B Powermite,QRP HF transceiver,HF 80/40/20m,CW,1970,Very early tiny crystal-controlled QRP CW rig from Ten-Tec's founding kit era.
Ten-Tec,PM-3A Powermite,QRP HF transceiver,HF 40/20m,CW,1970,"Classic pocket QRP CW transceiver, ~5W; helped launch Ten-Tec."
Ten-Tec,R4020,QRP HF transceiver,HF 40/20m,CW,2010,"Two-band QRP CW rig, ~3-5W, factory-assembled."
Ten-Tec,R4030,QRP HF transceiver,HF 40/30m,CW,2010,Two-band QRP CW rig companion to the R4020.
Ten-Tec,Rebel (506),QRP HF transceiver,HF 40/20m,CW,2013,"Open-source, chipKIT/Arduino-programmable QRP CW transceiver."
Ten-Tec,RX-320,HF communications receiver,100 kHz-30 MHz,AM/SSB/CW,1998,"PC-controlled 'black-box' DSP general-coverage receiver, no front panel."
Ten-Tec,RX-320D,HF communications receiver,100 kHz-30 MHz,AM/SSB/CW,2003,Updated RX-320 with improved DSP/tuning features.
Ten-Tec,RX-340,HF communications receiver (professional),5 kHz-30 MHz,AM/SSB/CW/FM/ISB/sync,2000,High-end commercial/pro DSP receiver with front panel; also used by advanced hams/SWLs.
Ten-Tec,RX-350,HF communications receiver,100 kHz-30 MHz,AM/SSB/CW/FM,2001,Standalone DSP tabletop receiver with LCD spectrum display.
Ten-Tec,Scout (555),HF transceiver,HF 160-10m,SSB/CW,1993,~50W rig using interchangeable plug-in single-band modules (one band at a time).
Ten-Tec,Triton I (510),HF transceiver,HF 80-10m,SSB/CW,~1975-76,Early solid-state 100W-class transceiver; earliest of the Triton line (model numbering disputed in the community).
Ten-Tec,Triton II (520),HF transceiver,HF 80-10m,SSB/CW,~1976,Higher-power (~200W input) Triton; analog PTO dial.
Ten-Tec,Triton IV (540),HF transceiver,HF 80-10m,SSB/CW,1977,"Popular ~100W analog-dial transceiver; 'Triton' name later dropped over trademark issue, sold as Model 540."
Ten-Tec,Triton IV Digital (544),HF transceiver,HF 80-10m,SSB/CW,1978,Triton IV with digital frequency readout; also branded Model 544.
Tidradio,TD-777,UHF handheld,70cm,FM,2016,BF-888-class single-band FM HT.
Tidradio,TD-825UV,VHF/UHF handheld,2m/70cm,FM,2019,Dual-band FM HT.
Tidradio,TD-H3,VHF/UHF handheld,2m/70cm TX; 8-band RX,FM (AM RX),2023,"Popular 5W HT: color LCD, USB-C, Bluetooth app programming, GMRS variant."
Tidradio,TD-H3 GMRS,VHF/UHF handheld,GMRS/2m/70cm RX,FM,2023,GMRS-locked version of the TD-H3.
Tidradio,TD-H8,VHF/UHF handheld,2m/70cm TX; 8-band RX,FM (AM RX),2024,"10W 3rd-gen HT, Bluetooth programming, dual PTT; GMRS variant."
Tidradio,TD-Q8,VHF/UHF handheld,2m/70cm,FM,2019,Compact dual-band FM HT.
Tidradio,TD-UV5R,VHF/UHF handheld,2m/70cm,FM,2016,UV-5R-class budget dual-band FM HT.
TYT (Tytera),MD-2017,DMR handheld,2m/70cm,DMR/FM,2017,"Dual-band DMR HT with top-mounted display, IP67."
TYT (Tytera),MD-280,DMR handheld,UHF single-band,DMR/FM,2016,Budget single-band DMR HT.
TYT (Tytera),MD-380,DMR handheld,UHF 70cm (VHF version exists),DMR (Tier I/II)/FM,2015,Iconic single-band DMR HT; huge open-firmware (MD380tools) scene.
TYT (Tytera),MD-390,DMR handheld,UHF or VHF single-band,DMR/FM,2016,IP67 waterproof MD-380 with optional GPS.
TYT (Tytera),MD-398,DMR handheld,UHF single-band,DMR/FM,2016,High-power IP67 commercial DMR HT.
TYT (Tytera),MD-446,dPMR/DMR handheld,UHF (446 MHz PMR),dPMR/DMR/FM,2015,"License-free EU-market digital HT, MD-380 hardware."
TYT (Tytera),MD-680 / MD-680D,DMR handheld,UHF single-band,DMR/FM,2017,Commercial DMR HT.
TYT (Tytera),MD-750,DMR handheld,2m/70cm,DMR/FM,2019,Budget dual-band DMR HT.
TYT (Tytera),MD-785 / MD-785G,DMR mobile,UHF or VHF single-band,DMR/FM,2017,"Commercial single-band DMR mobile, GPS option."
TYT (Tytera),MD-9600,DMR mobile,2m/70cm,DMR/FM,2016,Dual-band 50W DMR mobile with GPS; AES256 variant.
TYT (Tytera),MD-UV380,DMR handheld,2m/70cm,DMR/FM,2017,Dual-band version of MD-380.
TYT (Tytera),MD-UV380 Plus,DMR handheld,2m/70cm,DMR/FM,2019,Updated dual-band DMR HT.
TYT (Tytera),MD-UV390,DMR handheld,2m/70cm,DMR/FM,2017,"IP67 waterproof dual-band DMR HT, optional GPS."
TYT (Tytera),MD-UV390 Plus,DMR handheld,2m/70cm,DMR/FM,2019,Waterproof Plus with more memory.
TYT (Tytera),TH-2R,VHF/UHF handheld,2m/70cm,FM,2012,Mini dual-band FM HT.
TYT (Tytera),TH-350,VHF/UHF handheld,2m/1.25m/70cm,FM,2015,Tri-band FM HT (incl. 220 MHz).
TYT (Tytera),TH-7800,VHF/UHF mobile,2m/70cm,FM,2013,"Dual-band 50W FM mobile, cross-band repeat, detachable head."
TYT (Tytera),TH-9000 / TH-9000D,VHF/UHF mobile,single-band (2m or 70cm),FM,2012,60W monoband FM mobile.
TYT (Tytera),TH-9800,HF/VHF/UHF mobile,10m/6m/2m/70cm,FM,2013,"Quad-band 50W FM mobile, cross-band repeat."
TYT (Tytera),TH-9800 Plus,HF/VHF/UHF mobile,10m/6m/2m/70cm,FM,2016,Updated quad-band FM mobile (TH-9800D).
TYT (Tytera),TH-UV3R,VHF/UHF handheld,2m/70cm,FM,2012,Ultra-compact dual-band FM HT.
TYT (Tytera),TH-UV8000D,VHF/UHF handheld,2m/70cm,FM,2015,"10W high-power dual-band FM HT, cross-band repeat."
TYT (Tytera),TH-UV8000E,VHF/UHF handheld,2m/70cm,FM,2016,Updated 10W UV8000 variant.
TYT (Tytera),TH-UV88,VHF/UHF handheld,2m/70cm,FM,2019,Economical entry dual-band analog HT.
TYT (Tytera),TH-UVF1,VHF/UHF handheld,2m/70cm,FM,2012,Budget dual-band FM HT.
TYT (Tytera),TH-UVF8D,VHF/UHF handheld,2m/70cm,FM,2013,Dual-band FM HT with cross-band repeat.
TYT (Tytera),TH-UVF9,VHF/UHF handheld,2m/70cm,FM,2013,"Dual-band FM HT, dual watch."
Uniden,HR-2510,HF 10m transceiver (mobile),10m (28.000-29.999 MHz),SSB/CW/AM/FM,1988,"Iconic 25W all-mode 10m mobile; RIT clarifier, LCD bar meter, ~45-50W PEP SSB. Widely modified for CB."
Uniden,HR-2600,HF 10m transceiver (mobile),10m (28-30 MHz),SSB/CW/AM/FM,1990,"Successor to HR-2510; dropped CB coverage, added 10m FM enhancements and scan; 25W all-mode."
"USDR (Chinese, various vendors)",uSDR,HF transceiver (QRP SDR),HF multi-band,SSB/CW,2021,Chinese uSDX/uSDR clone family sold under the 'USDR' name; small QRP SDR transceiver.
"USDR (Chinese, various vendors)",uSDX+ / uSDX+ Plus V2,HF transceiver (QRP SDR),80/60/40/30/20/17/15/10m (8-band),SSB/CW + FT8/JS8/FT4 via PC,2022,"Commercial 8-band uSDX-derived rig, 3-5W, built-in Li-ion battery, 1602 LCD; ATmega328P core with CW decode."
Venus Information Technology,SW-3B (Sunspot),HF transceiver (QRP CW),40/30/20m (RX 5-16 MHz),CW,2021,"Ultra-light (~180g) 3-band (5-band with bonus RX) CW QRP; 5W @12V, ~55mA RX; SOTA/POTA staple."
Venus Information Technology,SW-3C,HF transceiver (QRP CW),40/30/20m,CW,2020,Earlier 3-band CW QRP (~250g) with custom CQ messages (CQ SOTA/POTA); now discontinued.
WB2CBA (open-source) / Chinese kits,ADX,HF transceiver (QRP digital),80/40/30/20m (per BPF),FT8/FT4/JS8/digital,2021,"Arduino/Si5351-based single-band digital-modes QRP transceiver; open design, widely built from Chinese kits."
WB2CBA (open-source) / Chinese kits,ADX-S,HF transceiver (QRP digital),HF (per BPF),FT8/FT4/JS8/CW,2022,SMD/superhet variant of the ADX digital QRP transceiver.
Wilderness Radio,NorCal 40A,QRP CW transceiver kit,40m,CW,1994,"Wayne Burdick N6KR design; refined production version of the NorCal 40 club kit, ~2W, superhet with QSK. A QRP classic (still supported; 25th-anniversary edition)."
Wilderness Radio,Sierra,Multiband QRP CW transceiver kit,plug-in band modules 160/80/40/30/20/17/15/12/10m,CW,1995,"N6KR multiband, low-current single-conversion CW rig using swappable band modules; commercialized from the NorCal Sierra."
Wilderness Radio,SST (Simple Superhet Transceiver),QRP CW transceiver kit,single-band 40/30/20m,CW,1997,"N6KR ultra-simple (~80 parts) ~2W superhet in a miniature enclosure; QSK, VXO tuning. Simpler sibling of NorCal 40A."
Wilson Electronics,Mark II,VHF handheld,2m,FM,mid-1970s,Early synthesized 2m FM HT.
Wilson Electronics,Mark IV,VHF handheld,2m,FM,late 1970s,Thumbwheel-synthesized 2m FM HT.
WinRadio,WR-1000i,HF/VHF communications receiver (ISA card),RX 500 kHz-1300 MHz,AM/SSB/CW/FM/WFM,1995,Early PC-card wideband receiver; internal ISA card version (also external WR-1000e). Popular first-gen WiNRADiO.
WinRadio,WR-1500e,HF/VHF/UHF communications receiver (external),RX 150 kHz-1500 MHz,AM/SSB/CW/FM/WFM,1997,External serial-controlled wideband receiver; SSB-capable general-coverage monitor.
WinRadio,WR-3100,HF/VHF/UHF communications receiver (PCI card),RX 150 kHz-1500 MHz,AM/SSB/CW/FM/WFM,1999,3000-series PCI wideband receiver with improved DSP demod.
WinRadio,WR-3500,HF/VHF/UHF communications receiver (external),RX 150 kHz-1500 MHz,AM/SSB/CW/FM/WFM,2000,"External wideband monitor receiver, later 3000-series flagship."
WinRadio,WR-G303e,HF communications receiver (external USB/serial SDR),RX 9 kHz-30 MHz,AM/SSB/CW/FM (SDR),2003,"Software-defined PC HF receiver, external box; entry HF SDR of the G3 series."
WinRadio,WR-G303i,HF communications receiver (internal PCI SDR),RX 9 kHz-30 MHz,AM/SSB/CW/FM (SDR),2003,Internal PCI-card version of the G303 software-defined HF receiver.
WinRadio,WR-G305e,HF/VHF communications receiver (external SDR),RX 9 kHz-1800 MHz,AM/SSB/CW/FM/WFM (SDR),2005,"Wide-coverage software-defined receiver, external version; extends G303 concept up through VHF/UHF."
WinRadio,WR-G305i,HF/VHF communications receiver (internal PCI SDR),RX 9 kHz-1800 MHz,AM/SSB/CW/FM/WFM (SDR),2005,Internal PCI version of the wide-coverage G305 SDR receiver.
WinRadio,WR-G313e,HF communications receiver (external SDR),RX 9 kHz-30 MHz (opt. to 180 MHz),AM/SSB/CW/FM (SDR),2004,"High-performance HF SDR receiver, external; DSP demod, professional-grade dynamic range."
WinRadio,WR-G313i,HF communications receiver (internal PCI SDR),RX 9 kHz-30 MHz (opt. to 180 MHz),AM/SSB/CW/FM (SDR),2004,Internal PCI-card version of the high-performance G313 HF receiver.
WinRadio,WR-G315e,HF/VHF communications receiver (external SDR),RX 9 kHz-30 MHz (ext. to VHF),AM/SSB/CW/FM (SDR),2008,"High-dynamic-range professional HF SDR receiver, successor performance tier to G313."
WinRadio,WR-G31DDC 'Excalibur',HF communications receiver (DDC SDR),RX 9 kHz-50 MHz,AM/SSB/CW/FM/DRM (SDR),2010,"Direct-sampling DDC receiver; 50 MHz-wide real-time spectrum, 2 MHz recordable IQ. First of the Excalibur DDC family."
WinRadio,WR-G33DDC 'Excalibur Pro',HF communications receiver (DDC SDR),RX 9 kHz-50 MHz,AM/SSB/CW/FM/DRM (SDR),2011,"Enhanced Excalibur: 4 MHz processing bandwidth, LNA, configurable preselectors, 0.5 ppm stability."
WinRadio,WR-G35DDC 'Excalibur Ultra',HF communications receiver (DDC SDR),RX 1 kHz-45 MHz,AM/SSB/CW/FM/DRM (SDR),2014,"Ultra-wideband HF: 45 MHz spectrum, up to 32 MHz recordable IQ; e/i versions. Top HF Excalibur."
WinRadio,WR-G39DDC 'Excelsior',HF/VHF/UHF/SHF communications receiver (DDC SDR),RX 9 kHz-3500 MHz,AM/SSB/CW/FM/WFM (SDR),2013,Wideband DDC surveillance-grade receiver; e (external USB3) and i (internal) versions.
WinRadio,WR-G65DDC 'Excalibur Sigma',HF/VHF communications receiver (DDC SDR),RX 1 kHz-88 MHz + 118-190 MHz,AM/SSB/CW/FM/WFM (SDR),2016,Two-in-one direct-sampling receiver with two mutually-exclusive inputs for HF/low-VHF and air/VHF ranges.
WinRadio,WR-G69DDC,HF/VHF/UHF/SHF communications receiver (DDC SDR),RX 9 kHz-3500 MHz,AM/SSB/CW/FM/WFM (SDR),2018,"High-end wideband DDC receiver, ~3 GHz/s search; USB 3.0 full-bandwidth or 1 GbE PoE (up to 16 MHz)."
Wouxun,KG-1000G,VHF/UHF mobile,2m/70cm/GMRS,FM,2020,"GMRS-marketed 50W mobile; wide RX, NOAA."
Wouxun,KG-1000G Plus,VHF/UHF mobile,2m/70cm/GMRS,FM,2022,Updated KG-1000G with more features.
Wouxun,KG-679E,VHF/UHF handheld,single-band,FM,2010s,Entry commercial HT.
Wouxun,KG-703E,VHF/UHF handheld,single-band,FM,2010s,Entry commercial HT.
Wouxun,KG-805G,UHF handheld,70cm/GMRS,FM,2019,GMRS-marketed HT; also transmits 70cm.
Wouxun,KG-816,UHF handheld,70cm,FM,2010s,Single-band commercial HT usable on 70cm ham.
Wouxun,KG-833,UHF/VHF handheld,single-band VHF or UHF,FM,2010s,Commercial-style HT.
Wouxun,KG-889,VHF/UHF handheld,single-band,FM,2010s,Compact commercial/ham HT.
Wouxun,KG-935G,VHF/UHF handheld,2m/70cm/GMRS,FM,2020,"GMRS/ham HT, color screen."
Wouxun,KG-935H,VHF handheld,2m/1.25m/70cm,FM,2025,Tri-band FM HT.
Wouxun,KG-D3000UV,DMR handheld,2m/70cm,DMR/FM,2022,Dual-band DMR HT with color display.
Wouxun,KG-D56,DMR handheld,2m/70cm,DMR/FM,2019,Dual-band DMR HT.
Wouxun,KG-D901,DMR handheld,UHF 70cm,DMR/FM,2018,Single-band DMR HT.
Wouxun,KG-M70,VHF/UHF mobile,2m/70cm,FM,2020s,Compact dual-band FM mobile.
Wouxun,KG-Q10G,VHF/UHF handheld,2m/70cm/GMRS,FM,2022,GMRS-focused sibling of KG-Q10H.
Wouxun,KG-Q10H,VHF/UHF handheld,2m/70cm + wide RX,FM,2022,"Flagship analog HT: GPS, Bluetooth programming, color screen."
Wouxun,KG-Q330,VHF/UHF handheld,2m/70cm,FM,2023,Dual-band FM HT.
Wouxun,KG-Q332,VHF/UHF handheld,6m/2m/1.25m/70cm,FM,2024,Quad-band FM HT.
Wouxun,KG-Q336,VHF/UHF handheld,4m/2m/70cm,FM,2024,Tri-band incl. 4m FM HT.
Wouxun,KG-S88G,VHF/UHF handheld,2m/70cm/GMRS,FM,2023,"Compact/mini GMRS-ham HT, USB-C."
Wouxun,KG-UV10W,VHF/UHF handheld,2m/70cm,FM,2020,10W high-power dual-band HT.
Wouxun,KG-UV12W,VHF/UHF handheld,2m/70cm,FM,2021,High-power multiband HT.
Wouxun,KG-UV2D,VHF/UHF handheld,2m/70cm,FM,2010,Successor to UVD1P.
